eid,subject,session_type,video_qc_score,qc_videoLeft_focus,qc_videoLeft_position,qc_videoLeft_brightness,qc_videoLeft_resolution,qc_videoLeft_wheel_alignment,qc_videoLeft_timestamps,qc_videoLeft_dropped_frames,qc_videoLeft_pin_state,session_length,video_length,length_discrepancy,framerate_from_tpts,LP,LP QC,Alyx LP QC plots,Failed to plot,Behav sync,Motion Energy,LP tongue tracking,Lick detection,LP Paws,LP Notes
9a11372b-ea84-4b58-a8a8-3ac67ce52254,ZFM-09377,training,0.932,PASS,PASS,WARNING,PASS,PASS,PASS,PASS,PASS,3628.297152,3584.338366,-43.95878633,0.0333,,,9a11372b-ea84-4b58-a8a8-3ac67ce52254,,,,,,,
ba221efd-3020-47f1-bfe7-ceff9fcc453a,ZFM-09394,training,0.932,PASS,PASS,WARNING,PASS,PASS,PASS,PASS,PASS,5473.981115,5431.391599,-42.589516,0.0333,,,ba221efd-3020-47f1-bfe7-ceff9fcc453a,,,,,,,
ddd0339e-a864-4acb-a400-a83ba689ea4f,ZFM-09394,training,0.932,PASS,PASS,WARNING,PASS,PASS,PASS,PASS,PASS,3215.703539,3166.071233,-49.63230567,0.0333,,,ddd0339e-a864-4acb-a400-a83ba689ea4f,,,,,,,
c7fe61a1-e7b1-4597-88e9-916b3582a5c6,ZFM-09394,training,0.932,PASS,PASS,WARNING,PASS,PASS,PASS,PASS,PASS,3757.951215,3727.364332,-30.58688267,0.0333,,,c7fe61a1-e7b1-4597-88e9-916b3582a5c6,,,,,,,
bf7e8cfc-2ac2-4818-8f34-eafdfc38fe1b,ZFM-09439,training,0.932,PASS,PASS,WARNING,PASS,PASS,PASS,PASS,PASS,3105.953403,3044.281566,-61.67183733,0.0333,,,bf7e8cfc-2ac2-4818-8f34-eafdfc38fe1b,,,,,,,
59cc8de8-470b-4f11-88c8-3f60f7fa8a83,ZFM-09439,training,0.932,PASS,PASS,WARNING,PASS,PASS,PASS,PASS,PASS,3110.718151,3067.293999,-43.424152,0.0333,,,59cc8de8-470b-4f11-88c8-3f60f7fa8a83,,,,,,,
7776e42c-18c6-4798-b2ae-91c0632c54da,ZFM-09343,ephys,0.915,PASS,PASS,WARNING,PASS,NOT_SET,PASS,PASS,PASS,3925.797549,3895.444267,-30.35328233,0.0333,Complete,PASS,7776e42c-18c6-4798-b2ae-91c0632c54da,,,,,,,"good, very dense lick raster"
dbfd3173-6bdc-452a-85bd-7c1b8f8e180b,ZFM-08652,training,0.915,PASS,PASS,WARNING,PASS,NOT_SET,PASS,PASS,PASS,4124.886724,4090.865199,-34.021525,0.0333,,,dbfd3173-6bdc-452a-85bd-7c1b8f8e180b,,,,,,,
7cc02ae3-f713-4431-88a4-4cb4f79017f3,ZFM-08776,training,0.915,PASS,PASS,WARNING,PASS,NOT_SET,PASS,PASS,PASS,3578.667209,3538.700167,-39.96704233,0.0333,,,7cc02ae3-f713-4431-88a4-4cb4f79017f3,,,,,,,
c2463de4-eba0-4c50-94f4-61b9cc931125,ZFM-08814,training,0.915,PASS,PASS,WARNING,PASS,NOT_SET,PASS,PASS,PASS,3622.427473,3578.528799,-43.898674,0.0333,,,c2463de4-eba0-4c50-94f4-61b9cc931125,,,,,,,
e8bc31a9-69c1-48cc-b3da-16ca28677a4a,ZFM-09044,training,0.915,PASS,PASS,WARNING,PASS,NOT_SET,PASS,PASS,PASS,4039.582982,3978.219032,-61.36394967,0.0333,,,e8bc31a9-69c1-48cc-b3da-16ca28677a4a,,,,,,,
35bd20e4-697c-47bf-9636-e91f4ae605d1,ZFM-09350,training,0.915,PASS,PASS,WARNING,PASS,NOT_SET,PASS,PASS,PASS,3101.298892,3056.253166,-45.04572633,0.0333,,,35bd20e4-697c-47bf-9636-e91f4ae605d1,,,,,,,
aa59c233-f4ba-43fd-88da-8e7cbe4fe521,ZFM-09365,training,0.915,PASS,PASS,WARNING,PASS,NOT_SET,PASS,PASS,PASS,3702.697452,3663.841499,-38.855953,0.0333,,,aa59c233-f4ba-43fd-88da-8e7cbe4fe521,,,,,,,
f047656f-38a3-40a1-94d3-bb19f1cdf81f,ZFM-09394,training,0.915,PASS,PASS,WARNING,PASS,NOT_SET,PASS,PASS,PASS,4236.553804,4188.114666,-48.43913833,0.0333,,,f047656f-38a3-40a1-94d3-bb19f1cdf81f,,,,,,,
1c6663c7-16d0-4126-ba20-3a7fec8cdb1e,ZFM-09402,training,0.915,PASS,PASS,WARNING,PASS,NOT_SET,PASS,PASS,PASS,3871.465737,3819.047332,-52.41840467,0.0333,,,1c6663c7-16d0-4126-ba20-3a7fec8cdb1e,,,,,,,
ae45a4d2-d0fa-4b55-87af-51c01974de60,ZFM-08813,ephys,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,2917.238133,2888.277066,-28.96106733,0.0333,,,ae45a4d2-d0fa-4b55-87af-51c01974de60,,,,,,,
08db0f15-7920-4aec-8058-ba84464bcf99,ZFM-08871,ephys,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,2836.873127,2787.278866,-49.59426133,0.0333,,,08db0f15-7920-4aec-8058-ba84464bcf99,,,,,,,
092d99c6-6892-47e1-8958-2f48e234a1d4,ZFM-09139,ephys,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3071.004954,2951.602532,-119.4024217,0.0333,,,092d99c6-6892-47e1-8958-2f48e234a1d4,,,,,,,
d78d8da7-980d-4550-a039-8217abe51d9a,ZFM-09139,ephys,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3017.180594,2984.88,-32.300594,0.0333,Complete,PASS,d78d8da7-980d-4550-a039-8217abe51d9a,,,,,,,
5853e474-2c8f-448f-8ef8-c753eaceb408,ZFM-09139,ephys,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,2844.772953,2815.464999,-29.307954,0.0333,Complete,PASS,5853e474-2c8f-448f-8ef8-c753eaceb408,,,,,,,
dea77d23-739e-4ec3-a1a7-bd9174c9ce33,ZFM-09139,ephys,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,2796.822456,2764.450567,-32.37188933,0.0333,,,dea77d23-739e-4ec3-a1a7-bd9174c9ce33,,,,,,,
5e57fcd0-8743-41c8-8360-d846a4e0469d,ZFM-09343,ephys,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,2764.030277,2732.730066,-31.30021133,0.0333,,,5e57fcd0-8743-41c8-8360-d846a4e0469d,,,,,,,
27a196c1-e6a0-474c-b86e-8d6fb315c987,ZFM-08776,biased,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,5512.14409,5414.371632,-97.77245767,0.0333,,,27a196c1-e6a0-474c-b86e-8d6fb315c987,,,,,,,
69b73d1c-9190-4b00-8c1c-16e8dd055ffb,ZFM-08813,biased,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3646.042408,3589.8383,-56.204108,0.0333,,,69b73d1c-9190-4b00-8c1c-16e8dd055ffb,,,,,,,
55f8a9c8-4db7-45ee-ad61-54f8b3b33433,ZFM-08813,biased,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3301.265936,3216.069099,-85.196837,0.0333,,,55f8a9c8-4db7-45ee-ad61-54f8b3b33433,,,,,,,
1ba05614-1d02-4344-a7b1-f621643757bf,ZFM-08813,biased,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,2892.989087,2863.6618,-29.327287,0.0333,,,1ba05614-1d02-4344-a7b1-f621643757bf,,,,,,,
1b169cf7-2026-49dd-aacd-fa73bb719161,ZFM-08828,biased,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,2907.119169,2841.964866,-65.15430333,0.0333,,,1b169cf7-2026-49dd-aacd-fa73bb719161,,,,,,,
e5c5c9d3-a0ea-4fb9-b91a-5aa3421da59d,ZFM-08871,biased,0.864,PASS,WARNING,WARNING,PASS,PASS,PASS,PASS,PASS,3436.704277,3356.522332,-80.18194467,0.0333,,,e5c5c9d3-a0ea-4fb9-b91a-5aa3421da59d,,,,,,,
504324a9-e670-487f-a9aa-3d7aba8f3501,ZFM-09044,biased,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3532.231551,3484.501532,-47.73001867,0.0333,,,504324a9-e670-487f-a9aa-3d7aba8f3501,,,,,,,
ac9663ba-4e60-4fc9-b860-27f2d060fb7b,ZFM-09044,biased,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3338.096685,3307.495299,-30.601386,0.0333,,,ac9663ba-4e60-4fc9-b860-27f2d060fb7b,,,,,,,
ec522d84-3e22-4099-941e-95f7c458b9f5,ZFM-09044,biased,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,4541.498052,4485.658832,-55.83921967,0.0333,,,ec522d84-3e22-4099-941e-95f7c458b9f5,,,,,,,
eeda3481-42ea-40b5-8fc5-b93c3d7d43aa,ZFM-09044,biased,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3153.383342,3115.370432,-38.01290967,0.0333,,,eeda3481-42ea-40b5-8fc5-b93c3d7d43aa,,,,,,,
63ccbff5-1c91-444a-a57d-5ac6ffc1d284,ZFM-09044,biased,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3500.298605,3461.921266,-38.37733933,0.0333,,,63ccbff5-1c91-444a-a57d-5ac6ffc1d284,,,,,,,
b2c4a08d-0520-4e10-a0a7-65eb96de4943,ZFM-09365,biased,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,2971.623136,2939.830666,-31.79247033,0.0333,,,b2c4a08d-0520-4e10-a0a7-65eb96de4943,,,,,,,
afcdb915-9d07-4b43-937b-84b8d98c8ae8,ZFM-09365,biased,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,4801.722661,4729.105033,-72.61762767,0.0333,,,afcdb915-9d07-4b43-937b-84b8d98c8ae8,,,,,,,
52e441ef-f2f9-41f4-9257-c3ac4a7458a4,CQ001,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,2769,2751.1901,-17.8099,0.0333,,,52e441ef-f2f9-41f4-9257-c3ac4a7458a4,,,,,,,
6634808f-c28d-488c-99c9-994df0f6aeda,CQ002,training,0.864,PASS,WARNING,WARNING,PASS,PASS,PASS,PASS,PASS,2898.14,2696.753799,-201.386201,0.0333,,,6634808f-c28d-488c-99c9-994df0f6aeda,,,,,,,
a2aa609f-f4ee-46a9-8b55-d45a1c279ff0,CQ002,training,0.864,PASS,WARNING,WARNING,PASS,PASS,PASS,PASS,PASS,2767.961,2750.036032,-17.92496767,0.0333,,,a2aa609f-f4ee-46a9-8b55-d45a1c279ff0,,,,,,,
7f591b80-44f7-41d1-820e-2a1201674a80,CQ006,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,2826.857,2732.329199,-94.527801,0.0333,,,7f591b80-44f7-41d1-820e-2a1201674a80,,,,,,,
2dea0245-3840-45be-871a-e00801b7e803,CQ009,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,2750.173,2706.712157,-43.46084342,0.0101,,,2dea0245-3840-45be-871a-e00801b7e803,,,,,,,
ac37c809-ec5b-423c-af30-3597735896d9,CQ009,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,2719.181,2696.353967,-22.82703333,0.0333,,,ac37c809-ec5b-423c-af30-3597735896d9,,,,,,,
662b873e-2075-410c-8761-b2f9b50cddcc,CQ009,training,0.864,PASS,WARNING,WARNING,PASS,PASS,PASS,PASS,PASS,3157.192,3127.756431,-29.43556869,0.0101,,,662b873e-2075-410c-8761-b2f9b50cddcc,,,,,,,
ad67a9f1-71a7-41c2-b820-eba4601d291d,CQ009,training,0.864,PASS,WARNING,WARNING,PASS,PASS,PASS,PASS,PASS,3153.312,3013.752304,-139.5596959,0.0101,,,ad67a9f1-71a7-41c2-b820-eba4601d291d,,,,,,,
ce8fb9ad-dd4c-40e7-be3e-544ba00e28c8,CQ009,training,0.864,PASS,WARNING,WARNING,PASS,PASS,PASS,PASS,PASS,3191.658,3012.986921,-178.6710788,0.0101,,,ce8fb9ad-dd4c-40e7-be3e-544ba00e28c8,,,,,,,
1a28dfb6-1acb-4325-874e-b541da54a0af,CQ009,training,0.864,PASS,WARNING,WARNING,PASS,PASS,PASS,PASS,PASS,2904.224,2824.638999,-79.585001,0.0333,,,1a28dfb6-1acb-4325-874e-b541da54a0af,,,,,,,
ebe8318e-041a-4c51-a105-cf8b3ffd8324,CQ009,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3157.939,3108.415399,-49.523601,0.0333,,,ebe8318e-041a-4c51-a105-cf8b3ffd8324,,,,,,,
4a3a2b5f-1513-4a12-9a95-b43388d82f0c,CQ009,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,2985.464,2966.144967,-19.31903333,0.0333,,,4a3a2b5f-1513-4a12-9a95-b43388d82f0c,,,,,,,
7a0312bd-46d4-4d13-994f-d91f166de595,CQ011,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,2761.844,2625.059033,-136.7849667,0.0333,,,7a0312bd-46d4-4d13-994f-d91f166de595,,,,,,,
b02d4cf4-615c-41cb-9af0-48b9285d79c9,CQ011,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,2791.307,2665.920701,-125.386299,0.0333,,,b02d4cf4-615c-41cb-9af0-48b9285d79c9,,,,,,,
efb75f38-d411-4015-adbc-92b774eb68e5,CQ011,training,0.864,PASS,WARNING,WARNING,PASS,PASS,PASS,PASS,PASS,2911.485,2790.309833,-121.1751667,0.0333,,,efb75f38-d411-4015-adbc-92b774eb68e5,,,,,,,
facd22df-8381-459c-a228-0e4cd6ee682a,CQ013,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,2860.849,2816.993612,-43.85538788,0.0101,,,facd22df-8381-459c-a228-0e4cd6ee682a,,,,,,,
3675f915-b18e-426d-b42b-943f2a186391,CQ014,training,0.864,PASS,WARNING,WARNING,PASS,PASS,PASS,PASS,PASS,3263.773,3229.563533,-34.20946667,0.0333,,,3675f915-b18e-426d-b42b-943f2a186391,,,,,,,
3ece0b38-850d-4dbf-9541-abca62151bb5,CQ014,training,0.864,PASS,WARNING,WARNING,PASS,PASS,PASS,PASS,PASS,3464,3216.864615,-247.1353848,0.0101,,,3ece0b38-850d-4dbf-9541-abca62151bb5,,,,,,,
d3a3d924-7eaa-4879-b2fd-77fde6978ac2,CQ015,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3121.572,2785.410632,-336.1613677,0.0333,,,d3a3d924-7eaa-4879-b2fd-77fde6978ac2,,,,,,,
b3b87ca9-2075-474b-b925-9fc824de85a5,CQ015,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,2048.86,1952.265267,-96.59473333,0.0333,,,b3b87ca9-2075-474b-b925-9fc824de85a5,,,,,,,
c8cbab91-d998-4692-900d-262bd63913bf,CQ015,training,0.864,PASS,WARNING,WARNING,PASS,PASS,PASS,PASS,PASS,3066.812,2897.901367,-168.9106333,0.0333,,,c8cbab91-d998-4692-900d-262bd63913bf,,,,,,,
c1eb5f92-1393-4a01-ae16-92a18675b34e,CQ017,training,0.864,PASS,WARNING,WARNING,PASS,PASS,PASS,PASS,PASS,3154.199,3121.932933,-32.26606667,0.0333,,,c1eb5f92-1393-4a01-ae16-92a18675b34e,,,,,,,
624edbfa-cfb8-4841-a1ce-0be7a620d62f,CQ017,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,4328.259,4169.596528,-158.6624717,0.0101,,,624edbfa-cfb8-4841-a1ce-0be7a620d62f,,,,,,,
0b784cf4-d2b5-4ad3-b600-6e244032b9f7,CQ017,training,0.864,PASS,WARNING,WARNING,PASS,PASS,PASS,PASS,PASS,3463.788,3397.894811,-65.89318888,0.0101,,,0b784cf4-d2b5-4ad3-b600-6e244032b9f7,,,,,,,
8a479038-37f7-4a68-866a-01d77fefb09c,CQ017,training,0.864,PASS,WARNING,WARNING,PASS,PASS,PASS,PASS,PASS,2924.815,2884.87202,-39.94297978,0.0101,,,8a479038-37f7-4a68-866a-01d77fefb09c,,,,,,,
f4a9799d-25b9-4a79-9cd2-f89b6b455a4f,ZFM-06948,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3112.094889,3080.478133,-31.61675567,0.0333,,,f4a9799d-25b9-4a79-9cd2-f89b6b455a4f,,,,,,,
2911cd84-2a08-4969-9d7b-8aa6fc2a7781,ZFM-08554,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3110.311206,3075.970667,-34.34053933,0.0333,,,2911cd84-2a08-4969-9d7b-8aa6fc2a7781,,,,,,,
803581ee-e43a-41c1-8f15-26030b7e4923,ZFM-08554,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,2842.494854,2809.853732,-32.64112167,0.0333,,,803581ee-e43a-41c1-8f15-26030b7e4923,,,,,,,
0d118e83-1450-4382-9125-5fabc5c31b88,ZFM-08751,training,0.864,PASS,WARNING,WARNING,PASS,PASS,PASS,PASS,PASS,3732,3703.352599,-28.647401,0.0333,,,0d118e83-1450-4382-9125-5fabc5c31b88,,,,,,,
3e9938fa-a1ae-4713-a310-0846786729e9,ZFM-08757,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,5451.914029,5426.409966,-25.50406333,0.0333,,,3e9938fa-a1ae-4713-a310-0846786729e9,,,,,,,
d50c9e51-466a-42a3-906a-0ddda1d3a2c6,ZFM-08757,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,5520.847639,5488.383498,-32.464141,0.0333,,,d50c9e51-466a-42a3-906a-0ddda1d3a2c6,,,,,,,
a0fb2c28-2e8f-49d7-b1b6-0946bf63afcb,ZFM-08757,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,5474.477773,5442.033331,-32.44444167,0.0333,,,a0fb2c28-2e8f-49d7-b1b6-0946bf63afcb,,,,,,,
2f62617a-42a3-45c4-8655-125c30e35ddf,ZFM-08776,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3624.481676,3558.880433,-65.60124267,0.0333,,,2f62617a-42a3-45c4-8655-125c30e35ddf,,,,,,,
eafb531f-9e83-45f6-9344-cebf28c6a1b8,ZFM-08813,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,5483.064417,5443.854532,-39.20988467,0.0333,,,eafb531f-9e83-45f6-9344-cebf28c6a1b8,,,,,,,
be48e3e1-ee42-4422-8c0c-b8303c9c5faa,ZFM-08818,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,2982.068616,2952.385733,-29.68288267,0.0333,,,be48e3e1-ee42-4422-8c0c-b8303c9c5faa,,,,,,,
dbebb166-0e60-4a47-b95a-7d3aaafd8cf9,ZFM-08818,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,2885.823211,2860.439999,-25.383212,0.0333,,,dbebb166-0e60-4a47-b95a-7d3aaafd8cf9,,,,,,,
09e1b131-9726-47d3-92d8-77c3fbe845dc,ZFM-08818,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,4053.314139,4013.427699,-39.88644,0.0333,,,09e1b131-9726-47d3-92d8-77c3fbe845dc,,,,,,,
444b1cf1-eca0-44da-964e-3b2af954a82d,ZFM-08827,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3618.760473,3561.744732,-57.01574067,0.0333,,,444b1cf1-eca0-44da-964e-3b2af954a82d,,,,,,,
3ec5f052-4478-4607-ae48-8c099af9a969,ZFM-08827,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3101.130613,3059.539332,-41.59128067,0.0333,,,3ec5f052-4478-4607-ae48-8c099af9a969,,,,,,,
9430fa5f-870c-4652-b9ce-aae1753641f0,ZFM-08827,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3607.34938,3563.780799,-43.568581,0.0333,,,9430fa5f-870c-4652-b9ce-aae1753641f0,,,,,,,
85ad4e7a-5802-4090-87cb-0480242aa63c,ZFM-08827,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3618.124781,3579.867966,-38.25681533,0.0333,,,85ad4e7a-5802-4090-87cb-0480242aa63c,,,,,,,
d735ba9c-04dc-4b13-a96a-c555b6b0840e,ZFM-08827,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,4122.976694,4079.581466,-43.39522833,0.0333,,,d735ba9c-04dc-4b13-a96a-c555b6b0840e,,,,,,,
7949e8a8-b244-42b9-861d-426b62845da0,ZFM-08827,training,0.864,PASS,WARNING,WARNING,PASS,PASS,PASS,PASS,PASS,3169.932118,3101.351766,-68.58035233,0.0333,,,7949e8a8-b244-42b9-861d-426b62845da0,,,,,,,
ef1b71a1-0ec9-496c-9bce-df20cf92549a,ZFM-08827,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,2963.959637,2890.139932,-73.81970467,0.0333,,,ef1b71a1-0ec9-496c-9bce-df20cf92549a,,,,,,,
dee088ba-2cc1-49b6-9db9-6098c9fb3dae,ZFM-08827,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3172.665459,3093.564532,-79.10092667,0.0333,,,dee088ba-2cc1-49b6-9db9-6098c9fb3dae,,,,,,,
0273f66e-11f4-455f-a9ed-9914ede10662,ZFM-08827,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,2908.69418,2839.558432,-69.13574767,0.0333,,,0273f66e-11f4-455f-a9ed-9914ede10662,,,,,,,
872c12bf-e739-402b-887e-65a4ee946af9,ZFM-08828,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3724.027337,3691.604266,-32.42307133,0.0333,,,872c12bf-e739-402b-887e-65a4ee946af9,,,,,,,
881f6dd0-c82c-4fab-b6f8-1ba36a31a30e,ZFM-08828,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,4112.633552,4065.357566,-47.27598633,0.0333,,,881f6dd0-c82c-4fab-b6f8-1ba36a31a30e,,,,,,,
01d60409-8d6e-41fc-b508-373d60e81935,ZFM-08828,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3714.525357,3672.879132,-41.64622467,0.0333,,,01d60409-8d6e-41fc-b508-373d60e81935,,,,,,,
5016f540-117e-4954-b096-6d4237186a2a,ZFM-08828,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3916.53379,3871.837133,-44.69665667,0.0333,,,5016f540-117e-4954-b096-6d4237186a2a,,,,,,,
ecb78085-72eb-442b-a200-89dc3c3f0f89,ZFM-08828,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,4428.787641,4390.269832,-38.51780867,0.0333,,,ecb78085-72eb-442b-a200-89dc3c3f0f89,,,,,,,
07c94ea7-ab27-4089-8f8c-60f041c9e2f6,ZFM-08828,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,4184.312846,4139.193032,-45.11981367,0.0333,,,07c94ea7-ab27-4089-8f8c-60f041c9e2f6,,,,,,,
c165deef-3c26-4de6-996e-c21b8eec37da,ZFM-08828,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3589.052904,3551.425699,-37.627205,0.0333,,,c165deef-3c26-4de6-996e-c21b8eec37da,,,,,,,
c3f82159-4187-45eb-9b51-d627aba29c74,ZFM-08828,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3302.776907,3264.718132,-38.05877467,0.0333,,,c3f82159-4187-45eb-9b51-d627aba29c74,,,,,,,
51cd768c-96cf-446a-82f2-5cf5e5b70807,ZFM-08828,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3064.750468,3027.861366,-36.88910233,0.0333,,,51cd768c-96cf-446a-82f2-5cf5e5b70807,,,,,,,
0ab1b8e6-3834-4f9c-99a2-2efd12890f23,ZFM-08863,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3731.765985,3780.217366,48.45138067,0.0333,,,0ab1b8e6-3834-4f9c-99a2-2efd12890f23,,,,,,,
104d5f49-8107-4069-aa38-fbdde1d3e68e,ZFM-08863,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3975.762889,3476.859792,-498.903097,0.02937504577,,,104d5f49-8107-4069-aa38-fbdde1d3e68e,,,,,,,
533358fc-c1b7-4901-99cc-744bfa3897c2,ZFM-08863,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3642.572981,3596.0624,-46.510581,0.0333,,,533358fc-c1b7-4901-99cc-744bfa3897c2,,,,,,,
08b3f34a-092a-4ffa-831f-9721cbb33d15,ZFM-08863,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3140.70096,3072.073267,-68.62769333,0.0333,,,08b3f34a-092a-4ffa-831f-9721cbb33d15,,,,,,,
a0ab64be-aeb8-4a90-80f6-834e87e85dea,ZFM-08863,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,2684.893859,2646.960132,-37.93372667,0.0333,,,a0ab64be-aeb8-4a90-80f6-834e87e85dea,,,,,,,
da5bc310-8d16-4e4a-ac3a-6e4719c27ca0,ZFM-08863,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3188.766343,3160.459932,-28.30641067,0.0333,,,da5bc310-8d16-4e4a-ac3a-6e4719c27ca0,,,,,,,
63b847b4-42b8-4342-baf1-147d5f805930,ZFM-08863,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,4184.441533,4091.648299,-92.793234,0.0333,,,63b847b4-42b8-4342-baf1-147d5f805930,,,,,,,
75c10e1a-37b8-45aa-8c42-606299555044,ZFM-09044,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3634.536166,3601.881333,-32.65483267,0.0333,,,75c10e1a-37b8-45aa-8c42-606299555044,,,,,,,
35b7d59e-c653-4436-a8e1-adae0c95189f,ZFM-09044,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,2794.985841,2762.322932,-32.66290867,0.0333,,,35b7d59e-c653-4436-a8e1-adae0c95189f,,,,,,,
91699b6d-873c-4eb7-b188-3bd86a9dd5ff,ZFM-09044,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3076.906677,3004.868899,-72.037778,0.0333,,,91699b6d-873c-4eb7-b188-3bd86a9dd5ff,,,,,,,
4e57522c-df73-405a-920e-86ed41d3dce3,ZFM-09044,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3477.06953,3416.125432,-60.94409767,0.0333,,,4e57522c-df73-405a-920e-86ed41d3dce3,,,,,,,
cd7894f3-0b03-49fe-bed1-e2a037bcade9,ZFM-09044,training,0.864,PASS,PASS,WARNING,PASS,WARNING,PASS,PASS,PASS,3297.670975,3236.289466,-61.38150933,0.0333,,,cd7894f3-0b03-49fe-bed1-e2a037bcade9,,,,,,,
